"","A4_1","A4_2","A4_3","B4_1","B4_2","B4_3","C4_1","C4_2","C4_3"
"20157",1,0,0,6,23,26,0,10,5
"20158",391,634,449,460,439,420,271,303,292
"20159",0,0,0,0,0,0,0,0,0
"20160",18,35,46,67,58,47,31,32,26
"20161",480,559,510,461,465,493,181,118,164
"20162",435,768,567,719,717,815,656,509,557
"20163",144,236,267,347,314,394,157,135,156
"20164",195,86,609,15,28,54,0,6,5
"20165",1316,1541,2177,2434,2688,2632,1491,1480,1212
"20166",506,575,613,443,468,415,250,252,193
"20167",1318,1878,1777,1776,1822,2260,1289,1200,1186
"20168",515,596,535,551,317,276,140,229,135
"20169",0,0,0,0,0,0,0,0,0
"20170",472,761,574,745,711,690,414,364,352
"20171",1561,2169,1585,3556,3000,2589,1742,1992,1982
"20172",137,269,320,162,202,159,91,185,86
"20173",67,114,96,61,94,97,68,58,38
"20174",0,0,29,5,3,1,3,9,2
"20175",624,1001,24,2822,4463,4318,2145,8245,3466
"20176",14,45,19,7,0,1,0,0,0
"20177",28,20,39,5,6,12,2,8,6
"20178",90,125,188,64,140,124,18,4,17
"20179",0,0,4,2,1,0,0,0,1
"20180",539,633,677,435,509,468,353,348,300
"20181",145,134,127,121,152,197,69,74,63
"20182",0,0,0,5,5,7,0,1,2
"20183",65,99,115,69,58,70,34,31,38
"20184",119,161,111,76,86,114,37,63,35
"20185",131,146,207,144,121,141,98,94,66
"20186",62,62,85,78,75,106,23,5,15
"20187",0,0,0,0,0,0,0,0,0
"20188",8,4,3,0,0,3,0,0,0
"20189",27,42,1,19,42,42,9,75,35
"20190",0,0,0,0,0,0,0,0,0
"20191",317,561,393,431,592,496,415,371,302
"20192",26,26,84,43,36,56,34,9,18
"20193",90,123,51,13,13,33,4,13,7
"20194",0,0,0,0,0,0,0,0,0
"20195",48,46,39,14,23,24,5,14,1
"20196",495,846,574,456,378,671,271,279,246
"20197",0,12,3,3,1,8,14,2,2
"20198",29,47,57,29,29,13,14,10,1
"20199",315,531,393,598,413,516,244,286,201
"20200",303,237,355,288,376,345,179,213,153
"20201",124,169,194,57,56,83,74,66,42
"20202",102,143,240,176,236,214,189,190,125
"20203",764,1137,913,558,614,638,385,422,332
"20204",1,0,0,1,1,1,1,0,1
"20205",586,969,939,886,992,798,563,568,463
"20206",15,18,16,11,18,14,0,0,1
"20207",0,0,0,0,0,0,0,0,0
"20208",0,12,6,0,0,0,0,0,0
"20209",0,0,0,0,0,0,0,0,0
"20210",0,0,1,0,0,0,0,0,0
"20211",309,380,274,342,263,292,174,153,187
"20212",279,395,313,295,280,333,141,137,134
"20213",84,135,200,38,66,52,27,37,22
"20214",7,20,9,8,6,21,19,7,22
"20215",153,217,135,340,546,539,369,681,574
"20216",2258,3317,2610,2996,2280,2564,1701,1390,1422
"20217",108,167,129,66,133,114,18,97,40
"20218",95,116,152,54,45,65,12,29,37
"20219",315,537,339,400,403,399,226,197,156
"20220",0,0,0,0,0,0,0,0,0
"20221",186,165,499,19,45,64,0,46,16
"20222",821,1040,1088,917,940,1030,541,647,502
"20223",0,0,6,16,2,3,0,0,0
"20224",69,154,139,68,61,58,53,45,44
"20225",0,0,0,0,0,0,0,0,0
"20226",104,87,200,84,118,113,36,30,38
"20227",0,14,14,0,0,1,1,0,0
"20228",27,37,33,14,6,10,0,7,4
"20229",304,505,634,560,497,490,167,116,166
"20230",16,21,63,14,6,8,1,1,4
"20231",0,0,0,13,4,3,1,0,1
"20232",17,25,81,50,78,80,72,63,61
"20233",983,1893,1342,1775,1476,1487,1116,1133,1032
"20234",1313,1566,2922,376,388,318,232,220,182
"20235",2,7,3,0,0,0,0,0,0
"20236",494,583,668,250,378,362,163,266,196
"20237",373,643,480,335,385,286,137,115,117
"20238",0,0,0,0,0,0,0,0,0
"20239",0,0,0,0,0,0,0,0,0
"20240",241,329,324,191,190,202,132,168,101
"20241",252,288,804,126,96,99,132,29,137
"20242",542,839,813,504,581,701,435,513,306
"20243",156,128,180,59,81,58,54,37,40
"20244",331,676,563,602,740,715,531,194,460
"20245",542,796,616,728,686,656,481,502,381
"20246",3,10,2,0,12,4,0,0,0
"20247",1066,2241,1535,4374,3860,3744,2635,2045,2019
"20248",0,0,0,0,0,0,0,0,0
"20249",60,124,126,282,231,199,118,104,85
"20250",0,0,0,0,0,0,0,0,0
"20251",254,338,406,176,243,305,173,187,179
"20252",103,179,169,94,111,108,118,84,66
"20253",769,1130,748,609,723,776,249,551,476
"20254",606,991,706,510,522,430,448,312,420
"20255",0,0,0,0,0,0,0,0,0
"20256",138,121,209,121,151,112,75,70,84
"20257",1580,1851,1023,1176,854,1046,251,346,305
"20258",471,721,479,851,724,1384,889,980,815
"20259",0,0,0,0,0,0,0,0,0
"20260",0,0,0,4,7,3,7,9,4
"20261",4,4,1,0,0,0,1,2,2
"20262",48,80,46,50,56,38,19,40,17
"20263",473,527,547,598,645,671,286,360,287
"20264",72,139,91,95,101,75,51,62,58
"20265",445,446,382,38,44,21,3,16,13
"20266",5,0,5,0,1,13,0,2,0
"20267",4,1,7,0,13,6,1,1,1
"20268",96,100,145,59,70,79,29,46,44
"20269",112,56,140,16,28,26,0,13,7
"20270",0,0,0,0,0,0,0,0,0
"20271",17,14,19,4,23,7,1,2,1
"20272",598,751,639,623,659,675,571,503,570
"20273",89,140,167,190,231,260,166,147,151
"20274",1231,1340,2192,476,524,255,165,65,91
"20275",49,125,34,40,14,23,19,22,17
"20276",1006,1284,1133,833,801,788,532,485,467
"20277",0,0,0,0,0,0,0,0,0
"20278",0,0,0,0,0,0,0,0,0
"20279",137,263,106,210,231,190,147,108,172
"20280",2,4,1,15,0,6,8,6,10
"20281",0,0,0,0,0,0,0,0,0
"20282",117,271,179,205,156,146,69,86,87
"20283",0,0,0,0,0,0,0,0,0
"20284",0,0,0,0,0,0,0,0,0
"20285",0,10,7,0,1,1,0,1,0
"20286",0,0,0,0,0,0,0,0,0
"20287",210,229,256,180,250,190,94,151,167
"20288",0,0,0,0,0,0,0,0,0
"20289",0,0,4,0,0,0,0,0,0
"20290",628,743,766,430,430,376,275,271,234
"20291",64,122,74,22,30,20,4,16,4
"20292",0,0,2,0,0,0,0,0,0
"20293",8,0,0,0,1,4,0,0,0
"20294",34,71,56,39,62,86,28,62,34
"20295",1279,1953,1636,1052,1157,1625,1237,1082,1040
"20296",733,930,859,763,913,650,161,572,305
"20297",406,701,799,494,443,447,181,204,170
"20298",252,508,344,225,172,183,169,144,118
"20299",0,0,0,1,0,0,0,0,0
"20300",77,108,137,66,68,60,31,48,30
"20301",75,107,135,69,117,146,98,93,88
"20302",108,130,111,52,83,122,62,81,83
"20303",734,1150,1492,381,728,1019,624,976,721
"20304",18,22,1,23,0,1,1,0,1
"20305",0,0,0,0,1,0,0,0,0
"20306",428,593,604,1180,1126,1021,772,780,630
"20307",733,1290,769,874,691,682,397,405,445
"20308",0,0,0,0,0,0,0,0,0
"20309",4,0,0,0,1,4,0,3,0
"20310",1227,1090,880,163,329,198,59,24,36
"20311",5,0,0,0,0,0,1,0,0
"20312",0,0,0,0,0,0,0,0,0
"20313",177,166,178,83,163,102,87,127,128
"20314",0,0,0,0,1,0,0,0,0
"20315",342,504,350,576,441,355,409,366,310
"20316",0,0,1,0,0,1,0,10,6
"20317",216,282,354,190,251,161,55,120,59
"20318",56,44,124,116,80,66,10,21,16
"20319",232,213,406,44,49,69,2,5,13
"20320",540,668,944,409,688,597,364,736,352
"20321",891,1377,961,594,734,678,371,519,465
"20322",93,149,128,98,122,153,106,99,96
"20323",0,0,0,0,0,0,0,0,0
"20324",108,133,149,297,397,332,47,285,91
"20325",27,117,0,338,463,257,693,394,430
"20326",68,185,126,107,96,110,66,71,64
"20327",142,200,245,128,160,107,106,168,100
"20328",136,209,140,123,149,207,95,131,76
"20329",16,8,17,8,4,0,8,1,7
"20330",0,0,0,0,0,0,0,0,0
"20331",533,700,511,616,611,738,330,287,308
"20332",1672,2373,2573,963,1111,1237,783,683,578
"20333",99,211,143,132,139,146,81,93,53
"20334",82,176,73,172,186,262,139,140,117
"20335",0,2,0,0,0,0,0,0,0
"20336",4,0,1,16,5,4,42,31,13
"20337",6164,9558,3692,6473,5953,9766,2881,5730,3536
"20338",440,631,695,387,276,312,129,125,95
"20339",1803,1032,825,586,1281,793,263,278,213
"20340",120,174,118,57,70,74,28,45,45
"20341",1032,517,444,123,258,88,46,28,52
"20342",214,375,329,196,240,157,155,130,107
"20343",297,405,302,195,199,214,176,246,193
"20344",3728,5705,3330,2593,2236,2563,2429,2379,2397
"20345",735,864,926,722,735,649,498,465,463
"20346",2071,2978,2516,1949,2036,2212,1314,1141,1039
"20347",50,51,29,95,120,97,45,71,58
"20348",8,0,1,1,4,1,1,0,1
"20349",215,323,342,107,107,137,68,16,55
"20350",482,428,598,183,326,343,33,9,11
"20351",101,60,248,97,142,108,26,23,16
"20352",20,37,86,0,5,11,3,0,0
"20353",245,566,412,289,224,243,171,119,190
"20354",364,513,651,424,435,470,214,277,205
"20355",41,44,26,39,43,39,18,21,23
"20356",0,9,4,0,0,1,2,0,5
"20357",4,21,6,1,0,0,0,1,0
"20358",49,232,148,182,113,149,92,93,82
"20359",195,176,457,26,75,60,3,37,11
"20360",78,210,173,110,198,230,256,222,184
"20361",16,45,40,24,20,21,19,27,16
"20362",20,68,35,13,21,11,1,6,10
"20363",83,156,143,134,138,121,33,51,42
"20364",305,173,79,59,163,39,6,0,6
"20365",62,60,123,78,97,64,27,68,29
"20366",183,195,342,115,225,231,87,158,96
"20367",160,218,223,95,70,88,55,113,54
"20368",306,242,1074,36,42,37,29,10,24
"20369",105,89,177,93,143,121,44,42,28
"20370",2,18,1,1,0,0,0,1,0
"20371",0,0,0,0,0,0,0,0,0
"20372",385,628,332,788,588,580,376,293,376
"20373",518,745,528,963,982,956,748,632,655
"20374",0,0,0,0,0,0,0,0,0
"20375",173,277,60,1162,1035,822,2233,959,1679
"20376",0,8,0,1,0,0,0,0,0
"20377",1,4,6,0,0,1,0,0,0
"20378",303,564,503,342,385,332,195,279,214
"20379",30,67,26,14,33,23,22,22,27
"20380",652,755,754,318,300,347,207,252,242
"20381",120,205,188,103,178,151,99,133,112
"20382",0,0,0,0,0,0,0,0,0
"20383",17750,24936,16572,15680,13756,15706,8805,9751,8419
"20384",1457,2261,2056,5827,4035,3792,3207,2501,2706
"20385",275,216,580,188,172,308,207,53,142
"20386",39,39,20,48,55,43,85,59,94
"20387",38,62,29,3,8,8,3,0,0
"20388",69,64,112,19,22,20,4,20,13
"20389",38,24,56,20,26,64,22,11,19
"20390",15,18,18,3,20,4,5,2,1
"20391",632,807,864,580,745,646,534,574,478
"20392",151,269,357,132,150,129,68,51,79
"20393",251,326,555,61,38,177,5,5,6
"20394",30,45,18,51,54,55,9,7,17
"20395",11,19,104,1,7,3,0,1,0
"20396",515,625,475,395,466,388,176,207,187
"20397",0,0,0,0,0,0,0,0,0
"20398",27,47,51,5,13,11,6,3,1
"20399",31,45,41,4,7,2,4,3,0
"20400",51,97,57,2,14,6,1,1,3
"20401",410,621,298,410,290,208,142,195,139
"20402",32,73,37,8,9,5,0,1,3
"20403",5,4,5,0,3,1,1,0,1
"20404",30,46,49,5,5,8,6,5,2
"20405",396,562,506,560,602,561,452,369,479
"20406",1833,2460,1432,1355,1307,1447,938,1206,943
"20407",371,446,479,323,318,353,176,210,142
"20408",0,0,0,0,0,0,0,0,0
"20409",511,675,516,618,651,526,506,608,610
"20410",192,223,232,281,313,333,205,293,219
"20411",548,931,618,670,599,632,318,469,381
"20412",132,169,256,57,56,97,46,12,56
"20413",34,38,98,3,3,10,0,0,3
"20414",117,146,174,127,136,101,73,79,104
"20415",417,695,790,1027,993,1062,800,686,658
"20416",487,799,988,90,94,98,2,15,3
"20417",0,7,0,0,0,2,0,0,0
"20418",957,1086,1437,730,669,709,232,127,210
"20419",1397,2287,1477,1616,1137,1336,609,1186,753
"20420",272,354,195,188,127,114,75,45,42
"20421",49,46,109,90,112,47,63,10,83
"20422",0,0,0,0,0,0,0,0,0
"20423",5,8,4,0,0,6,0,0,0
"20424",195,482,298,176,138,171,122,126,118
"20425",647,971,796,1079,952,901,662,599,545
"20426",223,300,404,181,277,236,205,143,161
"20427",1178,1986,1353,1154,1082,1558,745,1003,806
"20428",16,63,32,17,5,18,8,1,4
"20429",38,55,11,7,6,17,12,6,16
"20430",526,748,679,516,672,516,517,411,335
"20431",985,1160,1576,613,720,786,309,506,302
"20432",328,572,284,334,295,270,202,220,243
"20433",163,189,136,96,95,111,54,69,74
"20434",1739,2373,2265,1867,1662,1707,990,1219,983
"20435",1256,1732,1509,1461,1832,1907,851,1038,811
"20436",1295,1727,1631,1333,1758,1888,1208,1078,860
"20437",455,799,520,610,482,384,318,282,321
"20438",9,15,8,1,10,6,1,1,1
"20439",51,6,12,21,31,41,23,17,36
"20440",192,325,323,262,306,227,153,113,153
"20441",190,206,216,144,195,186,108,171,100
"20442",12,1,29,9,35,27,6,10,12
"20443",36,43,32,25,51,58,18,36,27
"20444",700,1066,893,899,721,728,826,749,671
"20445",0,0,0,0,0,0,0,0,0
"20446",9646,13485,11976,12637,9488,9651,7629,6721,6485
"20447",139,142,259,107,134,126,77,128,67
"20448",121,328,195,142,206,168,11,165,77
"20449",2,14,5,5,5,4,2,1,4
"20450",9,36,74,85,72,96,73,30,55
"20451",1866,2469,2198,1660,1372,1343,567,768,596
"20452",71,135,78,26,34,23,19,10,24
"20453",1445,2263,2111,1503,1411,1373,703,751,700
"20454",0,0,0,0,0,2,0,0,0
"20455",354,579,512,311,364,338,92,156,99
"20456",9,4,10,23,34,11,10,4,2
"20457",27,41,35,25,30,41,4,3,15
"20458",16008,67457,102,427945,340274,343282,691726,415742,557538
"20459",129,674,0,15447,11934,12808,25604,12658,21930
"20460",96,131,68,135,146,142,168,219,118
"20461",16,52,10,30,32,20,7,5,7
"20462",4,16,0,21,76,38,0,55,35
"20463",227,254,113,182,170,171,80,90,57
"20464",857,2197,243,471,292,460,631,191,226
"20465",146,225,215,175,108,116,78,68,65
"20466",1039,1158,1737,307,313,326,61,127,85
"20467",43,110,54,61,83,117,43,112,51
"20468",131,183,255,92,181,153,68,38,61
"20469",11,9,14,50,24,23,21,6,22
"20470",44,52,34,65,42,26,27,4,15
"20471",174,282,287,112,106,106,37,107,48
"20472",0,0,0,0,0,0,0,0,0
"20473",41,19,31,0,1,1,0,1,0
"20474",99,58,141,17,29,31,17,18,10
"20475",83,116,103,27,15,32,18,7,5
"20476",235,312,298,141,235,326,108,146,118
"20477",0,12,1,1,5,0,0,1,0
"20478",0,0,0,0,0,0,0,0,0
"20479",102,324,178,225,259,318,199,162,182
"20480",9,10,3,0,0,0,0,0,0
"20481",27,12,37,9,14,15,0,13,3
"20482",0,0,0,0,0,2,0,1,2
"20483",6,6,26,10,24,19,32,8,14
"20484",3,0,5,2,2,2,27,3,20
"20485",0,4,0,0,0,0,0,0,0
"20486",588,902,576,718,537,532,318,295,282
"20487",0,0,0,2,0,0,0,0,0
"20488",353,396,358,315,285,304,243,296,215
"20489",0,0,0,0,0,0,0,0,0
"20490",0,0,0,0,0,0,0,0,0
"20491",0,0,0,0,0,0,0,0,0
"20492",48,58,83,65,45,34,30,24,17
"20493",7,9,21,2,0,0,7,1,2
"20494",37,153,87,32,71,66,24,36,35
"20495",18,99,14,17,50,33,13,18,20
"20496",105,145,111,113,67,44,11,15,3
"20497",0,0,0,4,1,21,7,0,5
"20498",14,4,6,1,2,5,1,4,0
"20499",0,0,0,0,0,0,0,0,0
"20500",2,0,0,4,0,0,0,0,0
"20501",200,320,315,235,208,359,142,52,111
"20502",1096,812,1418,676,1043,736,652,340,479
"20503",148,319,73,81,166,96,46,27,20
"20504",87,132,217,101,117,92,17,42,25
"20505",0,0,0,0,0,0,0,0,0
"20506",308,463,522,310,336,342,280,265,251
"20507",17,13,2,25,13,11,1,3,8
"20508",335,434,392,233,352,306,182,205,182
"20509",0,2,0,0,0,0,0,0,0
"20510",0,0,0,0,0,0,0,0,0
"20511",87,97,161,55,76,94,22,31,14
"20512",1,0,6,2,8,0,1,0,1
"20513",80,143,81,56,107,74,55,38,40
"20514",33,68,71,22,64,73,45,65,41
"20515",151,307,209,168,315,242,117,129,107
"20516",0,0,0,0,4,2,0,7,0
"20517",0,0,0,2,1,6,22,9,27
"20518",205,426,160,476,357,421,314,359,324
"20519",24,43,16,5,11,1,0,9,0
"20520",11,17,24,8,24,36,2,17,12
"20521",43,60,51,52,51,30,21,31,17
"20522",1697,2326,1920,1152,1119,1014,799,1104,947
"20523",16,35,35,24,5,20,8,14,1
"20524",0,0,0,0,0,0,0,0,0
"20525",4,0,3,0,0,0,0,0,0
"20526",889,1346,1576,2365,2556,2508,1730,1492,1426
"20527",14,17,30,12,9,22,18,2,4
"20528",35,67,33,64,87,81,61,52,70
"20529",67,41,48,66,90,76,18,39,27
"20530",46,77,64,30,40,42,54,10,40
"20531",0,0,0,0,0,0,0,0,0
"20532",5,29,43,21,15,30,11,13,31
"20533",5,2,23,15,12,2,4,16,10
"20534",0,0,0,0,0,0,0,0,0
"20535",1,6,8,1,1,1,0,3,2
"20536",37,33,29,27,42,56,18,29,39
"20537",220,336,320,107,149,185,106,134,112
"20538",845,1076,1275,1411,1229,1197,921,956,898
"20539",733,844,900,135,204,164,46,91,91
"20540",215,216,209,81,124,101,71,91,73
"20541",12053,15875,12117,7252,7065,7207,5328,6221,5686
"20542",0,0,0,0,0,0,0,0,0
"20543",14,54,46,22,31,27,5,16,6
"20544",165,394,181,382,408,345,120,154,119
"20545",55,50,107,99,98,53,29,20,28
"20546",1,0,0,8,1,9,42,9,41
"20547",137,127,183,71,41,107,56,30,45
"20548",0,0,0,0,0,0,0,0,0
"20549",2584,3607,2877,2063,1767,2177,1064,1142,1013
"20550",2443,2746,2040,1601,1571,1250,852,1051,798
"20551",0,0,0,0,0,0,0,0,0
"20552",392,695,619,594,667,585,386,437,369
"20553",0,0,0,0,0,0,0,0,0
"20554",0,0,0,0,0,0,0,0,0
"20555",29,14,37,61,39,22,40,15,52
"20556",406,684,534,1275,822,959,700,624,602
"20557",1100,1609,1613,2159,2128,2332,1638,1704,1515
"20558",167,237,248,211,288,367,200,290,237
"20559",466,684,813,632,663,625,393,469,420
"20560",569,759,513,361,380,420,213,225,252
"20561",147,244,183,94,141,114,65,51,45
"20562",0,1,0,1,0,1,1,0,0
"20563",497,775,856,632,748,739,363,203,270
"20564",709,1067,1123,1276,1114,989,584,514,518
"20565",0,0,0,0,1,0,0,0,0
"20566",4,0,0,0,0,5,0,0,1
"20567",265,331,378,313,384,386,184,260,159
"20568",0,0,0,0,0,0,0,0,0
"20569",61,64,141,87,73,80,30,18,45
"20570",6,2,9,2,0,1,1,2,1
"20571",103,195,91,2289,3837,4110,2199,9243,4718
"20572",16,11,33,36,72,25,19,17,19
"20573",419,560,654,466,418,506,299,305,274
"20574",94,107,116,41,58,44,3,12,13
"20575",0,1,0,6,1,1,0,0,0
"20576",11,3,3,10,5,10,6,11,3
"20577",5,15,20,4,4,11,2,1,0
"20578",162,178,171,144,176,183,95,121,72
"20579",0,0,0,0,0,0,0,0,0
"20580",589,564,748,133,142,175,72,61,64
"20581",0,0,0,4,10,2,7,1,1
"20582",141,207,153,221,285,320,182,209,250
"20583",0,0,0,1,0,1,0,0,1
"20584",0,0,0,0,0,4,1,1,8
"20585",41,70,47,15,13,11,5,19,5
"20586",0,0,0,0,0,0,0,0,0
"20587",72,132,90,56,124,77,20,29,30
"20588",0,0,0,0,0,0,0,0,0
"20589",304,471,370,210,232,280,154,220,144
"20590",5,0,5,2,2,6,3,0,0
"20591",57,84,60,34,60,29,39,24,20
"20592",1,0,0,0,0,0,0,0,0
"20593",285,425,310,198,223,223,143,145,148
"20594",290,362,383,261,366,376,235,218,194
"20595",14,19,13,2,7,14,6,23,9
"20596",8,49,4,22,13,6,8,7,10
"20597",1008,1346,1291,797,799,1073,419,493,368
"20598",142,213,152,13,66,31,1,4,2
"20599",235,331,363,227,314,300,181,148,136
"20600",40,40,54,69,38,29,12,4,12
"20601",24,44,32,45,22,35,6,3,6
"20602",0,10,0,4,0,0,0,0,1
"20603",23,12,15,5,10,23,5,29,5
"20604",838,1132,967,813,792,746,473,656,544
"20605",1,0,1,9,1,0,1,1,2
"20606",95,205,253,53,130,91,67,79,69
"20607",273,223,267,141,179,125,52,104,69
"20608",55,48,66,77,79,91,81,19,41
"20609",181,215,310,271,368,278,118,297,154
"20610",2745,3823,3968,3408,3086,3496,1931,1811,1732
"20611",717,1240,1070,802,839,808,612,603,585
"20612",161,231,283,99,102,135,37,37,54
"20613",100,144,103,68,93,138,54,59,72
"20614",0,0,0,0,0,3,0,4,4
"20615",157,204,351,85,106,100,74,40,38
"20616",0,4,7,27,19,33,2,0,4
"20617",20,28,21,62,14,5,0,3,0
"20618",900,575,265,81,464,118,33,53,28
"20619",96,88,92,27,33,19,6,9,4
"20620",0,0,0,0,0,0,0,0,0
"20621",287,207,223,15,52,41,0,6,2
"20622",0,0,0,0,0,0,0,0,0
"20623",6039,7716,10123,1692,2638,2916,1438,1937,1834
"20624",0,0,0,0,1,0,0,0,0
"20625",1,0,0,1,0,2,0,0,0
"20626",7,0,8,5,0,0,0,0,0
"20627",192,221,187,161,212,189,116,136,144
"20628",0,0,0,0,0,0,0,0,0
"20629",389,396,403,97,160,156,44,41,61
"20630",90,110,134,65,59,74,47,58,48
"20631",249,361,375,153,213,202,22,85,28
"20632",346,552,756,668,849,748,606,730,606
"20633",173,229,169,193,370,312,219,125,185
"20634",445,657,650,506,634,651,335,376,263
"20635",427,735,513,537,493,714,306,420,319
"20636",17,22,28,7,17,7,5,1,1
"20637",0,0,0,0,0,3,2,1,3
"20638",287,464,327,417,322,344,201,124,144
"20639",118,253,255,156,166,180,109,78,66
"20640",10,36,5,0,2,0,1,0,1
"20641",372,513,475,309,405,403,288,247,264
"20642",1,0,0,0,0,0,0,0,0
"20643",1753,2373,1065,1323,1091,1124,524,652,444
"20644",24,31,27,22,31,22,32,6,25
"20645",226,496,384,266,354,343,279,196,239
"20646",113,176,176,153,138,178,128,109,140
"20647",216,468,906,109,137,119,44,35,33
"20648",59,56,95,77,63,145,45,60,43
"20649",229,154,272,68,52,72,44,44,40
"20650",0,0,0,0,0,0,0,0,0
"20651",159,215,154,115,115,86,22,16,29
"20652",32,105,48,30,24,46,19,72,23
"20653",104,182,159,109,141,153,90,55,118
"20654",121,286,200,119,124,91,35,90,59
"20655",0,0,0,0,0,0,0,0,0
"20656",270,325,434,285,326,342,258,244,165
"20657",329,524,734,424,524,564,247,55,200
"20658",11,16,10,42,39,17,11,10,12
"20659",365,513,379,502,496,365,270,217,288
"20660",445,621,715,364,516,407,148,276,223
"20661",107,119,208,87,118,78,19,0,15
"20662",0,0,0,4,1,7,0,2,2
"20663",8,10,0,4,18,0,1,2,1
"20664",1,0,0,0,4,0,0,0,0
"20665",893,1044,2686,531,511,691,199,438,209
"20666",1,0,0,0,0,0,0,0,0
"20667",189,268,205,250,219,291,140,200,158
"20668",0,0,12,5,8,14,1,5,0
"20669",0,21,2,4,9,3,2,0,1
"20670",26,21,6,16,15,10,0,2,0
"20671",256,240,265,295,163,172,145,29,196
"20672",245,390,489,269,327,385,226,200,230
"20673",8,30,6,3,17,19,1,19,22
"20674",0,0,0,0,0,0,0,0,0
"20675",1,0,8,0,0,2,0,1,1
"20676",1,0,3,2,4,8,0,0,1
"20677",0,28,15,7,3,5,0,2,0
"20678",55,322,77,817,709,270,991,204,870
"20679",3,0,4,16,11,10,0,0,1
"20680",26,38,44,8,26,29,0,1,1
"20681",0,0,6,3,0,2,0,2,6
"20682",0,1,1,1,0,1,0,0,0
"20683",443,495,647,539,671,498,278,397,299
"20684",0,0,0,0,0,0,0,0,0
"20685",0,0,0,0,0,0,0,0,0
"20686",105,128,116,74,61,63,37,27,16
"20687",180,170,404,33,45,85,9,18,24
"20688",717,1013,927,1130,1057,1020,626,471,564
"20689",356,342,517,402,502,473,269,354,283
"20690",205,263,211,213,218,186,82,105,70
"20691",139,251,177,115,151,104,85,133,96
"20692",0,0,0,7,0,0,0,0,1
"20693",159,77,436,150,97,77,71,57,223
"20694",4910,5631,5420,3842,4228,3784,1343,1626,1163
"20695",0,0,0,0,0,0,0,0,0
"20696",9,0,1,0,1,11,4,11,5
"20697",1200,1050,1096,1043,996,1235,767,640,775
"20698",120,129,88,136,145,147,88,100,77
"20699",0,6,1,4,6,1,0,0,0
"20700",28,1,15,27,24,12,5,9,8
"20701",0,0,0,0,0,0,0,0,0
"20702",14,66,13,30,32,26,17,15,10
"20703",3,0,0,0,1,0,0,0,0
"20704",374,603,427,303,384,302,86,33,54
"20705",231,280,233,107,74,94,0,16,5
"20706",585,531,849,222,340,268,257,160,196
"20707",148,173,216,91,85,81,45,66,53
"20708",21,44,15,45,52,44,24,19,38
"20709",54,88,65,16,55,67,17,6,0
"20710",199,213,249,71,123,101,32,51,38
"20711",16,32,5,6,14,36,11,38,18
"20712",1096,1319,1497,2406,2186,2069,1280,1148,1076
"20713",967,1546,1306,1626,1466,1828,1018,971,804
"20714",84,53,59,1,27,11,1,4,2
"20715",714,680,829,359,414,380,298,103,223
"20716",0,8,4,7,0,2,0,1,0
"20717",9,24,21,0,16,9,0,0,0
"20718",135,108,153,138,115,98,108,96,56
"20719",6,20,20,1,2,0,2,0,7
"20720",4,17,4,0,4,4,0,12,9
"20721",1,9,3,0,0,1,0,0,0
"20722",345,568,355,1011,816,1122,549,581,488
"20723",853,1183,1428,777,1033,1148,641,765,624
"20724",29,46,44,16,32,22,19,14,13
"20725",192,402,495,480,537,429,367,329,234
"20726",187,151,183,123,140,104,31,32,55
"20727",518,729,546,707,613,462,339,434,327
"20728",4,0,8,0,0,0,0,0,0
"20729",11,4,3,2,3,8,0,20,2
"20730",54,99,116,73,83,82,57,40,53
"20731",55,88,92,47,80,63,34,28,37
"20732",56,43,32,71,38,43,43,51,38
"20733",312,552,397,91,76,63,35,13,23
"20734",269,366,438,373,352,418,276,213,203
"20735",2840,3411,2491,1376,1670,1870,1316,1418,1215
"20736",0,0,0,0,0,0,0,0,0
"20737",0,0,0,0,0,0,0,0,0
"20738",0,0,0,0,0,0,0,0,0
"20739",111,67,248,6,6,21,15,2,2
"20740",76,63,131,0,3,12,3,1,3
"20741",127,145,313,38,79,59,44,32,23
"20742",130,228,245,96,115,161,93,117,89
"20743",6,0,0,0,0,0,0,0,0
"20744",0,0,0,0,0,0,0,0,0
"20745",0,0,3,0,0,0,0,0,0
"20746",157,252,256,78,113,118,69,58,87
"20747",646,1037,1252,1125,1252,1403,921,822,787
"20748",0,0,0,0,1,0,0,0,0
"20749",428,708,708,832,673,635,478,432,427
"20750",2,1,18,0,1,4,0,0,1
"20751",2511,3275,3195,1783,1794,1340,1187,921,1220
"20752",140,195,297,97,130,151,92,91,72
"20753",0,0,0,0,0,0,0,0,0
"20754",660,1188,1006,875,830,1244,646,697,560
"20755",619,917,725,380,308,525,213,227,220
"20756",0,0,0,0,0,0,0,0,0
"20757",18,22,16,4,13,4,11,21,8
"20758",68,126,76,83,145,125,60,46,57
"20759",202,288,278,219,245,292,130,146,175
"20760",3136,4758,3456,3948,3393,3897,2545,3658,2926
"20761",0,0,0,0,0,0,0,0,0
"20762",45,104,81,68,67,73,18,22,27
"20763",0,0,0,0,2,0,0,0,0
"20764",0,0,0,0,0,0,0,0,0
"20765",95,123,164,112,176,129,72,65,77
"20766",23,6,24,23,10,11,1,2,1
"20767",274,300,272,83,124,103,45,78,59
"20768",0,0,0,0,0,0,0,0,0
"20769",78,122,109,79,117,170,63,111,62
"20770",74,91,43,91,84,80,31,39,33
"20771",23,11,26,7,8,15,20,11,20
